,0
2016-01-01 00:00:00+00:00,5391.670634920593
2016-01-01 01:00:00+00:00,6397.249999999997
2016-01-01 02:00:00+00:00,5492.053571428616
2016-01-01 03:00:00+00:00,5616.134523809526
2016-01-01 04:00:00+00:00,5677.273412698347
2016-01-01 05:00:00+00:00,6018.613095238145
2016-01-01 06:00:00+00:00,6072.279761904707
2016-01-01 07:00:00+00:00,6185.694246031804
2016-01-01 08:00:00+00:00,6645.599801587308
2016-01-01 09:00:00+00:00,6741.369246031737
2016-01-01 10:00:00+00:00,6784.552579365072
2016-01-01 11:00:00+00:00,6717.532016594489
2016-01-01 12:00:00+00:00,6466.263762626307
2016-01-01 13:00:00+00:00,5912.350029016833
2016-01-01 14:00:00+00:00,5785.771457588376
2016-01-01 15:00:00+00:00,6028.985346477093
2016-01-01 16:00:00+00:00,6048.446457588395
2016-01-01 17:00:00+00:00,6035.024021690842
2016-01-01 18:00:00+00:00,5764.815291532191
2016-01-01 19:00:00+00:00,5663.870053436841
2016-01-01 20:00:00+00:00,5252.155767722697
2016-01-01 21:00:00+00:00,5141.471640738493
2016-01-01 22:00:00+00:00,5247.881489223319
2016-01-01 23:00:00+00:00,5061.493989223299
2016-01-02 00:00:00+00:00,5107.355100334475
2016-01-02 01:00:00+00:00,5266.915417794759
2016-01-02 02:00:00+00:00,5452.33605271542
2016-01-02 03:00:00+00:00,5509.1027193820855
2016-01-02 04:00:00+00:00,6056.697957477294
2016-01-02 05:00:00+00:00,6222.215417794741
2016-01-02 06:00:00+00:00,6545.998751128096
2016-01-02 07:00:00+00:00,7102.898751128106
2016-01-02 08:00:00+00:00,7573.011470426243
2016-01-02 09:00:00+00:00,7742.365041855008
2016-01-02 10:00:00+00:00,7617.231708521524
2016-01-02 11:00:00+00:00,7482.948375188342
2016-01-02 12:00:00+00:00,7624.817267527749
2016-01-02 13:00:00+00:00,7640.892267527799
2016-01-02 14:00:00+00:00,7163.206156416664
2016-01-02 15:00:00+00:00,7318.656156416743
2016-01-02 16:00:00+00:00,7496.21806117857
2016-01-02 17:00:00+00:00,7325.001394511824
2016-01-02 18:00:00+00:00,7199.190283400939
2016-01-02 19:00:00+00:00,7058.4710526315575
2016-01-02 20:00:00+00:00,6770.721052631552
2016-01-02 21:00:00+00:00,6717.0821637427225
2016-01-02 22:00:00+00:00,6604.382163742735
2016-01-02 23:00:00+00:00,6461.53771929818
2016-01-03 00:00:00+00:00,6756.966290726927
2016-01-03 01:00:00+00:00,6936.54962405999
2016-01-03 02:00:00+00:00,7130.966290726915
2016-01-03 03:00:00+00:00,7113.478571428586
2016-01-03 04:00:00+00:00,7450.504761904731
2016-01-03 05:00:00+00:00,7616.2547619047455
2016-01-03 06:00:00+00:00,7803.754761904799
2016-01-03 07:00:00+00:00,8026.983333333315
2016-01-03 08:00:00+00:00,8203.375000000035
2016-01-03 09:00:00+00:00,8679.675000000023
2016-01-03 10:00:00+00:00,8475.568596059064
2016-01-03 11:00:00+00:00,8337.736344976896
2016-01-03 12:00:00+00:00,8351.16134497683
2016-01-03 13:00:00+00:00,8111.499440215082
2016-01-03 14:00:00+00:00,7834.549440214774
2016-01-03 15:00:00+00:00,7797.099440215035
2016-01-03 16:00:00+00:00,8145.966106881628
2016-01-03 17:00:00+00:00,8182.335154500675
2016-01-03 18:00:00+00:00,8279.935154500676
2016-01-03 19:00:00+00:00,7513.968487834006
2016-01-03 20:00:00+00:00,7302.030392595916
2016-01-03 21:00:00+00:00,7329.513725929246
2016-01-03 22:00:00+00:00,7413.836453201986
2016-01-03 23:00:00+00:00,7360.365619868651
2016-01-04 00:00:00+00:00,7308.832881773337
2016-01-04 01:00:00+00:00,7396.682881773425
2016-01-04 02:00:00+00:00,7543.549548440066
2016-01-04 03:00:00+00:00,7643.416215106763
2016-01-04 04:00:00+00:00,8332.150738916247
2016-01-04 05:00:00+00:00,8738.067405582926
2016-01-04 06:00:00+00:00,8911.59240558291
2016-01-04 07:00:00+00:00,8872.09319923374
2016-01-04 08:00:00+00:00,9055.192603995623
2016-01-04 09:00:00+00:00,9056.60927066228
2016-01-04 10:00:00+00:00,8506.123159551218
2016-01-04 11:00:00+00:00,7784.628715106574
2016-01-04 12:00:00+00:00,7866.037048440152
2016-01-04 13:00:00+00:00,8146.998159551221
2016-01-04 14:00:00+00:00,8212.11482621783
2016-01-04 15:00:00+00:00,8182.805555555546
2016-01-04 16:00:00+00:00,8070.984848484879
2016-01-04 17:00:00+00:00,8041.895959595924
2016-01-04 18:00:00+00:00,7792.112626262651
2016-01-04 19:00:00+00:00,7529.7792929293055
2016-01-04 20:00:00+00:00,7411.698340548346
2016-01-04 21:00:00+00:00,7487.83167388165
2016-01-04 22:00:00+00:00,7243.548340548372
2016-01-04 23:00:00+00:00,7032.498340548309
2016-01-05 00:00:00+00:00,7091.73722943722
2016-01-05 01:00:00+00:00,7390.387229437246
2016-01-05 02:00:00+00:00,7322.942784992805
2016-01-05 03:00:00+00:00,7606.722222222203
2016-01-05 04:00:00+00:00,8098.238888888913
2016-01-05 05:00:00+00:00,8693.331746031696
2016-01-05 06:00:00+00:00,8834.198412698439
2016-01-05 07:00:00+00:00,8429.953968254025
2016-01-05 08:00:00+00:00,8482.727777777745
2016-01-05 09:00:00+00:00,8387.844444444461
2016-01-05 10:00:00+00:00,8074.544444444442
2016-01-05 11:00:00+00:00,8128.394444444427
2016-01-05 12:00:00+00:00,8232.16825396826
2016-01-05 13:00:00+00:00,8216.301587301592
2016-01-05 14:00:00+00:00,8181.418253968247
2016-01-05 15:00:00+00:00,8354.161111111127
2016-01-05 16:00:00+00:00,8150.515598290609
2016-01-05 17:00:00+00:00,8328.982264957245
2016-01-05 18:00:00+00:00,8225.698931623974
2016-01-05 19:00:00+00:00,7922.360042735007
2016-01-05 20:00:00+00:00,7925.310042735039
2016-01-05 21:00:00+00:00,7737.026709401727
2016-01-05 22:00:00+00:00,7965.576709401674
2016-01-05 23:00:00+00:00,7767.51639194142
2016-01-06 00:00:00+00:00,7755.550915750892
2016-01-06 01:00:00+00:00,7985.9818681319475
2016-01-06 02:00:00+00:00,7847.231868131845
2016-01-06 03:00:00+00:00,8033.576312576257
2016-01-06 04:00:00+00:00,8660.896550671609
